Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,2nd phase - general,2,Communication Design,daytime,Secondary education,136.0,Portuguese,19,38,Admin staff,Industry/Construction,140.9,yes,no,no,yes,female,no,19,no,0,6,6,6,14.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,2,Journalism,daytime,Secondary education,115.0,Portuguese,34,38,Student,Services/Sellers,108.4,yes,no,no,yes,female,no,20,no,0,6,10,4,10.5,0,0,6,8,4,11.75,0,7.6,2.6,0.32,Graduate
single,1st phase - general,1,Journalism,daytime,Secondary education,116.0,Portuguese,37,37,Student,Services/Sellers,114.3,yes,no,no,yes,female,no,20,no,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout
single,3rd phase - general,5,Basic Education,daytime,Secondary education,110.0,Portuguese,19,37,Industry/Construction,Industry/Construction,110.0,yes,no,no,yes,female,no,20,no,0,6,10,4,12.75,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,Enrolled
single,1st phase - general,1,Social Service,daytime,Secondary education,135.0,Portuguese,38,38,Admin staff,Industry/Construction,121.7,yes,no,no,yes,female,yes,18,no,0,6,14,0,0.0,0,0,6,9,4,11.0,0,7.6,2.6,0.32,Enrolled
single,Change course,2,Management,daytime,Secondary education,131.0,Portuguese,19,37,Services/Sellers,Unskilled Workers,123.7,yes,no,no,yes,female,no,18,no,0,5,10,1,14.0,0,0,5,10,1,14.0,0,7.6,2.6,0.32,Enrolled
single,1st phase - general,2,Nursing,daytime,Secondary education,124.0,Portuguese,37,37,Industry/Construction,Industry/Construction,116.5,yes,no,no,yes,female,yes,20,no,0,7,9,7,14.093333333333332,0,0,8,8,8,15.0,0,11.1,0.6,2.02,Graduate
single,1st phase - general,1,Social Service,daytime,Secondary education,163.0,Portuguese,37,37,Services/Sellers,Agriculture/Fisheries,155.0,no,no,no,yes,female,yes,21,no,0,6,6,6,13.333333333333334,0,0,6,8,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate
single,Change course,1,Nursing,daytime,Secondary education,137.0,Portuguese,38,19,Unskilled Workers,Services/Sellers,129.3,yes,no,no,yes,female,no,19,no,0,8,12,7,12.071428571428571,0,0,8,12,7,12.071428571428571,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,3,Tourism,daytime,Secondary education,128.0,Portuguese,19,1,Industry/Construction,Unskilled Workers,121.7,yes,no,no,yes,female,yes,18,no,0,6,6,6,12.666666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,37,37,Unskilled Workers,Unskilled Workers,148.2,yes,no,yes,yes,female,no,27,no,0,6,11,6,12.125,0,0,6,16,5,12.0,0,12.4,0.5,1.79,Enrolled
single,1st phase - general,2,Nursing,daytime,Secondary education,133.1,Portuguese,19,38,Industry/Construction,Unskilled Workers,125.5,yes,no,no,yes,female,yes,21,no,0,7,9,7,13.2,0,0,8,9,7,13.2575,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general,4,Nursing,daytime,Secondary education,148.0,Portuguese,3,19,Admin staff,Industry/Construction,131.9,yes,no,no,yes,female,yes,18,no,0,7,8,7,14.15,0,0,8,8,8,14.51125,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general,1,Basic Education,daytime,Secondary education,127.0,Portuguese,38,37,Services/Sellers,Industry/Construction,121.8,yes,no,yes,yes,female,no,18,no,0,6,12,4,13.5,0,0,6,14,3,10.666666666666666,0,10.8,1.4,1.74,Enrolled
single,Change course,1,Basic Education,daytime,Secondary education,110.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,107.7,no,no,yes,no,female,no,28,no,0,6,0,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,1,Oral Hygiene,daytime,Secondary education,133.1,Portuguese,44,40,Scientific specialists,Scientific specialists,115.5,no,no,no,yes,female,no,36,no,0,7,13,5,12.2,0,0,7,14,3,11.4,0,11.1,0.6,2.02,Dropout
single,1st phase - general,1,Veterinary Nursing,daytime,Secondary education,145.0,Portuguese,38,38,Unskilled Workers,Armed Forces,139.8,yes,no,no,yes,female,no,20,no,0,5,6,5,14.8,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,1,Social Service,daytime,Secondary education,136.0,Portuguese,38,38,Student,Industry/Construction,133.2,yes,no,no,yes,female,no,19,no,0,6,8,5,11.0,0,0,6,13,5,11.4,0,7.6,2.6,0.32,Graduate
single,1st phase - general,1,Management (evening),evening,Secondary education,131.0,Portuguese,19,37,Unskilled Workers,Unskilled Workers,118.4,yes,no,no,yes,female,no,20,no,0,5,10,0,0.0,0,0,5,10,0,0.0,3,7.6,2.6,0.32,Enrolled
single,2nd phase - general,2,Veterinary Nursing,daytime,Secondary education,138.0,Portuguese,37,37,Unskilled Workers,Industry/Construction,123.3,yes,no,no,yes,female,no,19,no,0,5,15,3,14.0,3,0,5,10,4,11.75,1,9.4,-0.8,-3.12,Enrolled
married,Over 23 years old,1,Social Service (evening),evening,Secondary education,150.0,Portuguese,37,38,Technicians,Industry/Construction,134.5,no,no,no,yes,female,no,28,no,0,6,8,5,11.833333333333334,0,0,6,6,6,13.0,0,16.2,0.3,-0.92,Graduate
single,1st phase - general,1,Ad/Marketing,daytime,Secondary education,112.0,Portuguese,37,1,Industry/Construction,Student,110.6,no,no,no,yes,female,no,20,no,0,5,7,4,11.75,0,0,5,7,5,11.8,1,7.6,2.6,0.32,Graduate
single,Transfer,1,Tourism,daytime,Secondary education,154.0,Portuguese,38,37,Legislative/Executive,Legislative/Executive,154.0,yes,no,no,yes,female,no,28,no,8,14,22,12,12.333333333333334,0,3,12,20,8,12.0,0,9.4,-0.8,-3.12,Graduate
single,Change course,1,Management (evening),evening,Technological specialization,160.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,160.0,no,no,no,yes,female,no,24,no,3,10,16,3,11.666666666666666,0,3,10,24,6,11.833333333333334,0,9.4,-0.8,-3.12,Dropout
single,Tech diploma,1,Veterinary Nursing,daytime,Technological specialization,140.0,Portuguese,1,39,Technicians,Unskilled Workers,140.0,yes,no,no,yes,female,no,20,no,1,6,9,6,12.666666666666666,0,1,6,10,4,11.5,0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general,2,Basic Education,daytime,Secondary education,150.0,Portuguese,37,37,Services/Sellers,Agriculture/Fisheries,132.5,yes,no,no,yes,female,no,22,no,0,6,9,4,12.25,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Enrolled
single,2nd phase - general,2,Tourism,daytime,Secondary education,141.0,Portuguese,1,4,Admin staff,Admin staff,127.7,no,no,no,yes,female,yes,18,no,0,6,7,6,11.285714285714286,0,0,6,9,4,13.5,0,16.2,0.3,-0.92,Graduate
single,1st phase - general,5,Management,daytime,Secondary education,122.0,Portuguese,38,38,Unskilled Workers,Unskilled Workers,117.5,yes,no,yes,no,female,no,22,no,0,5,12,2,11.5,0,0,5,12,0,0.0,0,12.7,3.7,-1.7,Dropout
single,1st phase - general,5,Tourism,daytime,Secondary education,120.0,Portuguese,37,37,Unskilled Workers,Industry/Construction,127.0,yes,no,no,yes,female,yes,18,no,0,6,10,6,11.666666666666666,0,0,6,10,4,12.25,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,139.0,Portuguese,19,37,Services/Sellers,Services/Sellers,125.5,no,no,no,yes,female,yes,21,no,0,8,8,7,13.514285714285714,0,0,8,8,7,13.514285714285714,0,12.7,3.7,-1.7,Graduate
single,2nd phase - general,6,Journalism,daytime,Secondary education,138.0,Portuguese,1,1,Admin staff,Scientific specialists,140.5,yes,no,no,yes,female,no,19,no,0,6,7,6,13.0,0,0,6,9,6,13.714285714285714,0,7.6,2.6,0.32,Graduate
single,Special - Azores,1,Basic Education,daytime,Secondary education,119.0,Portuguese,1,38,Services/Sellers,Machine Operators,118.3,yes,no,no,yes,female,no,22,no,0,6,11,3,15.0,0,0,6,11,4,10.25,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general,1,Nursing,daytime,Secondary education,129.0,Portuguese,38,38,Services/Sellers,Services/Sellers,120.8,yes,no,no,yes,female,yes,20,no,0,8,8,7,12.744285714285716,0,0,8,8,7,12.744285714285716,0,10.8,1.4,1.74,Graduate
single,1st phase - general,1,Management,daytime,Secondary education,133.1,Portuguese,37,37,Cleaners,Security services,95.0,no,no,no,yes,female,no,20,no,0,5,10,4,11.75,0,0,5,8,5,11.8,0,11.1,0.6,2.02,Graduate
single,2nd phase - general,1,Social Service (evening),evening,Secondary education,125.0,Portuguese,37,37,Services/Sellers,Agriculture/Fisheries,122.2,yes,no,yes,yes,female,no,19,no,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,10.8,1.4,1.74,Graduate
single,2nd phase - general,1,Animation/Multimedia,daytime,Secondary education,125.0,Portuguese,1,1,Industry/Construction,Technicians,143.9,yes,no,no,yes,female,no,20,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general,2,Communication Design,daytime,Secondary education,137.0,Portuguese,19,38,Unskilled Workers,Unskilled Workers,127.2,yes,no,no,yes,female,yes,20,no,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,1,Social Service,daytime,Secondary education,123.0,Portuguese,34,38,Student,Industry/Construction,120.2,yes,no,no,yes,female,no,20,no,0,6,9,5,11.8,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
single,1st phase - general,3,Nursing,daytime,Secondary education,154.0,Portuguese,1,37,Admin staff,Unskilled Workers,134.8,yes,no,no,yes,female,no,19,no,0,7,7,6,13.533333333333331,0,0,7,7,6,13.533333333333331,0,7.6,2.6,0.32,Graduate
single,1st phase - general,1,Tourism,daytime,Secondary education,144.0,Portuguese,19,19,Unskilled Workers,Unskilled Workers,142.6,yes,no,no,yes,female,yes,18,no,0,6,7,6,14.166666666666666,0,0,6,10,4,14.0,0,15.5,2.8,-4.06,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,153.0,Portuguese,38,37,Industry/Construction,Machine Operators,147.9,no,no,no,yes,female,yes,18,no,0,7,7,7,14.652857142857142,0,0,8,9,8,14.755555555555556,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,152.0,Portuguese,1,38,Admin staff,Unskilled Workers,160.4,yes,no,no,no,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general,1,Management,daytime,Secondary education,150.0,Ukrainian,37,37,Unskilled Workers,Unskilled Workers,134.6,no,no,no,yes,male,no,20,yes,0,5,5,5,13.6,0,0,5,7,5,13.0,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Tourism,daytime,Secondary education,129.0,Portuguese,19,1,Technicians,Industry/Construction,121.0,no,no,no,yes,female,yes,22,no,0,6,9,6,12.833333333333334,0,0,6,6,4,13.25,0,16.2,0.3,-0.92,Graduate
single,1st phase - general,1,Social Service,daytime,Secondary education,150.0,Portuguese,19,37,Services/Sellers,Admin staff,142.7,yes,no,no,yes,female,yes,18,no,0,6,6,6,14.666666666666666,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general,2,Journalism,daytime,Secondary education,125.0,Portuguese,1,1,Admin staff,Machine Operators,115.6,yes,no,no,yes,female,no,19,no,0,6,6,6,13.333333333333334,0,0,6,6,6,14.666666666666666,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Social Service,daytime,Secondary education,133.1,Portuguese,19,37,Unskilled Workers,Unskilled Workers,130.0,no,no,no,no,female,yes,20,no,0,6,10,5,13.4,0,0,6,9,5,11.4,0,10.8,1.4,1.74,Graduate
single,1st phase - general,2,Nursing,daytime,Secondary education,140.0,Portuguese,38,37,Services/Sellers,Agriculture/Fisheries,124.3,yes,no,no,yes,female,yes,19,no,0,7,9,7,13.3125,0,0,8,8,8,15.6375,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,140.0,Portuguese,19,37,Services/Sellers,Agriculture/Fisheries,137.9,yes,no,yes,no,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,1st phase - general,6,Journalism,daytime,Secondary education,133.1,Portuguese,1,37,Technicians,Technicians,100.0,yes,no,yes,no,female,no,20,no,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general,2,Journalism,daytime,Secondary education,132.0,Portuguese,1,2,Unskilled Workers,Technicians,128.2,yes,no,no,yes,female,yes,19,no,0,6,7,6,12.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general,3,Journalism,daytime,Secondary education,135.0,Portuguese,1,19,Services/Sellers,Industry/Construction,135.0,no,no,no,yes,female,no,18,no,0,6,6,6,13.5,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Enrolled
single,Special - Madeira,4,Social Service,daytime,Secondary education,135.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,121.0,yes,no,no,yes,female,no,18,no,0,6,8,5,13.0,0,0,6,7,6,11.833333333333334,0,10.8,1.4,1.74,Graduate
single,1st phase - general,1,Ad/Marketing,daytime,Secondary education,133.1,Portuguese,34,38,Student,Admin staff,147.0,no,no,no,yes,female,no,22,no,0,5,6,2,12.5,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general,1,Social Service,daytime,Secondary education,168.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,149.5,no,no,no,yes,female,no,18,no,0,6,10,6,17.0,0,0,6,11,6,16.0,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Social Service,daytime,Secondary education,143.0,Portuguese,19,1,Unskilled Workers,Unskilled Workers,144.4,yes,no,no,yes,female,no,20,no,0,6,7,6,13.5,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate
single,2nd phase - general,2,Tourism,daytime,Secondary education,116.0,Portuguese,19,38,Services/Sellers,Services/Sellers,116.0,yes,no,no,yes,female,no,19,no,0,6,7,6,12.714285714285714,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,Graduate
single,Change course,1,Nursing,daytime,Secondary education,134.0,Portuguese,38,19,Services/Sellers,Machine Operators,120.7,no,no,no,yes,female,yes,19,no,0,7,9,6,13.0,0,0,8,11,8,13.927272727272726,0,16.2,0.3,-0.92,Graduate
single,Tech diploma,1,Social Service,daytime,Technological specialization,140.0,Portuguese,38,19,Services/Sellers,Student,141.8,no,no,no,yes,female,no,21,no,3,6,7,6,12.571428571428571,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate
single,2nd phase - general,2,Social Service (evening),evening,Secondary education,133.0,Portuguese,19,1,Services/Sellers,Services/Sellers,119.7,yes,no,no,yes,female,yes,19,no,0,6,10,4,11.5,0,0,6,11,6,11.5,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general,6,Social Service,daytime,Secondary education,125.0,Portuguese,38,1,Industry/Construction,Admin staff,118.4,yes,no,no,yes,female,yes,19,no,0,6,6,6,13.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate
married,Over 23 years old,1,Social Service (evening),evening,Secondary education,133.1,Portuguese,37,37,Services/Sellers,Admin staff,134.5,no,no,no,yes,female,no,45,no,0,6,8,5,13.6,0,0,6,7,5,13.0,0,15.5,2.8,-4.06,Enrolled
married,Over 23 years old,1,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,36,36,Blank,Services/Sellers,128.2,no,no,no,no,female,yes,28,no,0,5,14,1,12.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout
married,Change course,1,Nursing,daytime,Secondary education,137.0,Portuguese,3,3,Scientific specialists,Scientific specialists,115.0,no,no,no,yes,female,no,28,no,0,7,8,7,14.95,0,0,8,8,8,14.7375,0,13.9,-0.3,0.79,Graduate
single,Over 23 years old,1,Management (evening),evening,Secondary education,140.0,Portuguese,38,19,Unskilled Workers,Services/Sellers,130.0,no,no,yes,yes,female,no,25,no,0,5,10,4,11.25,0,0,5,9,4,12.0,0,12.7,3.7,-1.7,Enrolled
single,Change course,1,Ad/Marketing,daytime,Secondary education,134.0,Portuguese,1,38,Admin staff,Admin staff,120.7,no,no,yes,no,female,no,19,no,0,6,13,3,10.666666666666666,0,0,6,6,4,12.25,0,15.5,2.8,-4.06,Dropout
single,1st phase - general,5,Nursing,daytime,Secondary education,139.0,Portuguese,38,38,Unskilled Workers,Services/Sellers,130.5,yes,no,no,yes,female,no,19,no,0,8,8,7,14.992857142857142,0,0,8,8,7,14.992857142857142,0,10.8,1.4,1.74,Graduate
single,1st phase - general,2,Management,daytime,Secondary education,113.0,Portuguese,38,38,Unskilled Workers,Services/Sellers,107.4,yes,no,no,yes,male,no,20,no,0,5,12,3,10.5,0,0,5,10,4,11.25,0,12.4,0.5,1.79,Enrolled
single,1st phase - general,3,Social Service,daytime,Secondary education,133.1,Portuguese,1,1,Unskilled Workers,Unskilled Workers,100.0,yes,no,no,yes,male,no,22,no,0,6,6,4,11.25,0,0,6,7,3,11.0,0,8.9,1.4,3.51,Enrolled
single,Change course,1,Journalism,daytime,Secondary education,132.0,Portuguese,38,19,Unskilled Workers,Unskilled Workers,125.0,yes,no,no,yes,male,yes,20,no,0,6,6,6,12.333333333333334,0,0,6,7,6,14.0,0,12.4,0.5,1.79,Graduate
single,1st phase - general,4,Nursing,daytime,Secondary education,127.0,Portuguese,19,37,Industry/Construction,Industry/Construction,121.5,yes,no,no,yes,male,no,20,no,0,7,7,6,13.016666666666666,0,0,7,7,6,13.016666666666666,0,7.6,2.6,0.32,Enrolled
single,1st phase - general,1,Veterinary Nursing,daytime,Secondary education,123.0,Portuguese,38,19,Admin staff,Other,127.2,no,no,yes,no,male,no,20,no,0,5,7,3,11.333333333333334,0,0,5,8,2,11.5,0,7.6,2.6,0.32,Dropout
single,Over 23 years old,1,Veterinary Nursing,daytime,Higher education - degree (1st cycle),130.0,Portuguese,3,2,Technicians,Scientific specialists,160.0,yes,no,no,yes,female,no,27,no,0,6,7,6,16.142857142857142,0,0,6,7,6,14.666666666666666,0,13.9,-0.3,0.79,Graduate
single,Change institution/course,1,Veterinary Nursing,daytime,Secondary education,125.0,Portuguese,1,1,Unskilled Workers,Admin staff,120.0,no,no,no,yes,female,no,22,no,0,6,8,6,14.833333333333334,0,0,6,10,5,13.833333333333334,0,11.1,0.6,2.02,Graduate
single,1st phase - general,3,Nursing,daytime,Secondary education,140.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,141.5,yes,no,yes,no,female,no,19,no,0,8,8,7,13.327142857142857,0,0,8,8,7,13.327142857142857,0,10.8,1.4,1.74,Dropout
single,2nd phase - general,1,Social Service,daytime,Secondary education,111.0,Portuguese,19,38,Technicians,Technicians,111.4,yes,no,no,no,female,no,19,no,0,6,13,4,11.0,0,0,6,13,2,11.5,0,12.7,3.7,-1.7,Dropout
single,1st phase - general,1,Communication Design,daytime,Secondary education,132.0,Portuguese,4,39,Scientific specialists,Scientific specialists,136.6,yes,no,no,yes,female,no,18,no,1,6,10,6,11.714285714285714,1,0,6,15,6,10.375,0,13.9,-0.3,0.79,Enrolled
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,150.0,Portuguese,3,3,Scientific specialists,Services/Sellers,154.6,yes,no,no,yes,female,no,19,no,6,12,13,12,12.333333333333334,0,4,11,12,10,12.727272727272728,0,8.9,1.4,3.51,Dropout
single,3rd phase - general,4,Basic Education,daytime,Secondary education,118.0,Portuguese,19,37,Unskilled Workers,Agriculture/Fisheries,111.4,yes,no,yes,no,female,no,20,no,0,7,9,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
married,Change course,1,Management (evening),evening,Secondary education,150.0,Portuguese,38,19,Technicians,Technicians,120.1,no,no,no,no,female,no,39,no,11,15,15,12,11.916666666666666,0,8,13,14,8,11.25,0,10.8,1.4,1.74,Dropout
married,Over 23 years old,2,Social Service (evening),evening,Basic education 3rd cycle,100.0,Portuguese,37,37,Admin staff,Industry/Construction,100.0,no,no,yes,yes,female,no,37,no,0,6,9,6,11.833333333333334,0,0,6,7,6,11.0,0,7.6,2.6,0.32,Graduate
married,Over 23 years old,1,Nursing,daytime,Higher education - degree,130.0,Portuguese,1,1,Admin staff,Agriculture/Fisheries,140.0,no,no,yes,no,female,no,30,no,3,7,11,3,12.333333333333334,0,3,7,9,3,11.666666666666666,0,13.9,-0.3,0.79,Dropout
married,Change course,1,Management (evening),evening,Higher education - degree,130.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,130.0,no,no,no,yes,female,no,41,no,5,10,11,10,14.3,0,5,10,10,10,14.2,0,12.7,3.7,-1.7,Graduate
divorced,Over 23 years old,1,Nursing,daytime,Basic education 3rd cycle,133.1,Portuguese,37,37,Services/Sellers,Industry/Construction,100.0,no,no,no,no,female,no,40,no,0,8,11,5,11.832,4,0,8,11,5,11.832,4,9.4,-0.8,-3.12,Dropout
single,1st phase - general,1,Management,daytime,Secondary education,112.0,Portuguese,9,22,Admin staff,Technicians,106.1,no,no,no,yes,female,no,20,no,0,5,13,2,10.0,1,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
married,1st phase - general,1,Management (evening),evening,Secondary education,144.0,Portuguese,19,19,Unskilled Workers,Unskilled Workers,151.4,no,no,no,yes,female,no,28,no,0,5,5,5,12.0,0,0,5,6,5,11.6,0,7.6,2.6,0.32,Graduate
single,3rd phase - general,2,Basic Education,daytime,Secondary education,120.0,Portuguese,19,37,Unskilled Workers,Admin staff,113.7,yes,no,yes,no,female,no,19,no,0,7,11,5,12.2,0,0,7,13,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general,1,Ad/Marketing,daytime,Secondary education,121.0,Portuguese,37,37,Services/Sellers,Unskilled Workers,116.5,yes,no,no,yes,female,no,23,no,0,5,7,3,11.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,Dropout
single,Other higher courses,1,Social Service (evening),evening,Higher education - master's,120.0,Portuguese,2,3,Scientific specialists,Scientific specialists,120.0,no,no,no,yes,female,no,18,no,10,16,24,13,13.846153846153848,0,7,11,15,9,12.555555555555555,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,1,Nursing,daytime,Secondary education,100.0,Portuguese,1,19,Admin staff,Machine Operators,122.0,no,no,no,yes,female,no,24,no,0,8,8,7,12.412857142857144,0,0,8,8,7,12.412857142857144,0,10.8,1.4,1.74,Graduate
single,2nd phase - general,5,Ad/Marketing,daytime,Secondary education,115.0,Portuguese,1,19,Services/Sellers,Services/Sellers,117.1,no,no,no,yes,female,no,21,no,0,5,7,3,12.666666666666666,0,0,5,6,4,12.75,1,7.6,2.6,0.32,Enrolled
single,1st phase - general,2,Nursing,daytime,Secondary education,123.0,Portuguese,19,19,Industry/Construction,Industry/Construction,120.8,yes,no,no,yes,female,no,19,no,0,8,11,7,12.545714285714286,0,0,8,11,7,12.545714285714286,0,10.8,1.4,1.74,Graduate
single,1st phase - general,1,Journalism,daytime,Secondary education,134.0,Portuguese,37,19,Unskilled Workers,Armed Forces,141.4,yes,no,no,yes,female,no,19,no,0,6,12,3,13.0,0,0,6,13,2,14.0,0,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,1,Agronomy,daytime,Secondary education,123.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,110.0,no,no,yes,no,female,no,48,no,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
married,Change course,1,Management (evening),evening,Higher education - bachelor's degree,120.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,120.0,no,no,no,no,female,no,38,no,9,12,12,9,12.22222222222222,2,9,12,12,9,13.0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general,1,Management,daytime,Secondary education,131.0,Portuguese,1,37,Technicians,Industry/Construction,120.2,no,no,no,yes,female,no,19,no,0,5,10,5,13.285714285714286,0,0,5,8,5,13.0,0,12.7,3.7,-1.7,Graduate
married,Over 23 years old,1,Management (evening),evening,Other - 11th year of schooling,133.1,Portuguese,37,1,Unskilled Workers,Admin staff,138.4,no,no,no,yes,male,no,30,no,0,5,7,3,11.666666666666666,0,0,5,8,1,11.0,0,7.6,2.6,0.32,Dropout
single,Tech diploma,1,Agronomy,daytime,Technological specialization,150.0,Portuguese,37,19,Unskilled Workers,Unskilled Workers,150.0,no,no,no,yes,male,yes,24,no,0,6,9,6,13.555555555555555,0,0,6,7,6,12.666666666666666,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general,5,Journalism,daytime,Secondary education,134.0,Portuguese,1,19,Unskilled Workers,Services/Sellers,121.8,yes,no,no,yes,male,no,19,no,0,6,6,6,13.166666666666666,0,0,6,8,6,12.428571428571429,0,16.2,0.3,-0.92,Graduate
single,Tech diploma,1,Animation/Multimedia,daytime,Technological specialization,140.0,Portuguese,1,1,Unskilled Workers,Unskilled Workers,140.0,no,no,no,yes,male,no,21,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general,1,Tourism,daytime,Secondary education,117.0,Portuguese,1,1,Services/Sellers,Services/Sellers,116.3,yes,no,no,yes,male,yes,21,no,0,6,6,6,11.666666666666666,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Graduate
single,1st phase - general,2,Management (evening),evening,Secondary education,143.0,Portuguese,5,1,Admin staff,Admin staff,131.5,no,no,no,yes,male,no,19,no,0,5,11,4,11.0,0,0,5,8,4,12.25,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general,2,Communication Design,daytime,Secondary education,142.0,Portuguese,3,1,Scientific specialists,Admin staff,141.0,yes,no,no,yes,male,no,18,no,0,6,6,6,13.0,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled
single,2nd phase - general,1,Communication Design,daytime,Secondary education,132.0,Portuguese,37,38,Unskilled Workers,Industry/Construction,138.0,no,no,no,yes,male,yes,18,no,0,6,6,6,13.666666666666666,0,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate
single,2nd phase - general,4,Informatics Engineering,daytime,Secondary education,138.0,Portuguese,1,3,Legislative/Executive,Admin staff,127.5,yes,no,no,yes,male,no,19,no,0,5,6,5,14.6,0,0,5,5,5,15.2,0,8.9,1.4,3.51,Dropout
single,1st phase - general,1,Nursing,daytime,Secondary education,131.0,Portuguese,1,19,Unskilled Workers,Unskilled Workers,127.0,no,no,no,yes,male,yes,19,no,0,8,8,7,12.514285714285714,0,0,8,8,7,12.514285714285714,0,12.7,3.7,-1.7,Graduate
